uniform_name	filename	battle_filename	campaign_porthole_filename	audio_armour_type	audio_weapon_type	audio_shield_type	campaign_politician_filename
inv_ven_general_12	inv_ven_general_12_campaign	inv_ven_general_12_battle	inv_ven_general_12_campaign	leather	sword	wood	inv_ven_general_12_politician
inv_ven_general_13	inv_ven_general_13_campaign	inv_ven_general_13_battle	inv_ven_general_13_campaign	leather	sword	wood	inv_ven_general_13_politician
inv_ven_general_14	inv_ven_general_14_campaign	inv_ven_general_14_battle	inv_ven_general_14_campaign	leather	sword	wood	inv_ven_general_14_politician
inv_ven_general_15	inv_ven_general_15_campaign	inv_ven_general_15_battle	inv_ven_general_15_campaign	leather	sword	wood	inv_ven_general_15_politician
inv_ven_general_16	inv_ven_general_16_campaign	inv_ven_general_16_battle	inv_ven_general_16_campaign	leather	sword	wood	inv_ven_general_16_politician
inv_ven_general_17	inv_ven_general_17_campaign	inv_ven_general_17_battle	inv_ven_general_17_campaign	leather	sword	wood	inv_ven_general_17_politician
inv_ven_general_18	inv_ven_general_18_campaign	inv_ven_general_18_battle	inv_ven_general_18_campaign	leather	sword	wood	inv_ven_general_18_politician
inv_ven_general_19	inv_ven_general_19_campaign	inv_ven_general_19_battle	inv_ven_general_19_campaign	leather	sword	wood	inv_ven_general_19_politician
inv_ven_general_2	inv_ven_general_2_campaign	inv_ven_general_2_battle	inv_ven_general_2_campaign	leather	sword	wood	inv_ven_general_2_politician
inv_ven_general_20	inv_ven_general_20_campaign	inv_ven_general_20_battle	inv_ven_general_20_campaign	leather	sword	wood	inv_ven_general_20_politician
inv_ven_general_3	inv_ven_general_3_campaign	inv_ven_general_3_battle	inv_ven_general_3_campaign	leather	sword	wood	inv_ven_general_3_politician
inv_ven_general_4	inv_ven_general_4_campaign	inv_ven_general_4_battle	inv_ven_general_4_campaign	leather	sword	wood	inv_ven_general_4_politician
inv_ven_general_5	inv_ven_general_5_campaign	inv_ven_general_5_battle	inv_ven_general_5_campaign	leather	sword	wood	inv_ven_general_5_politician
inv_ven_general_6	inv_ven_general_6_campaign	inv_ven_general_6_battle	inv_ven_general_6_campaign	leather	sword	wood	inv_ven_general_6_politician
inv_ven_general_7	inv_ven_general_7_campaign	inv_ven_general_7_battle	inv_ven_general_7_campaign	leather	sword	wood	inv_ven_general_7_politician
inv_ven_general_8	inv_ven_general_8_campaign	inv_ven_general_8_battle	inv_ven_general_8_campaign	leather	sword	wood	inv_ven_general_8_politician
inv_ven_general_9	inv_ven_general_9_campaign	inv_ven_general_9_battle	inv_ven_general_9_campaign	leather	sword	wood	inv_ven_general_9_politician
inv_xenophon	inv_xenophon_campaign	inv_xenophon_battle	inv_xenophon_campaign	bronze	sword	wood	inv_xenophon_politician
kushite_advisor	dk_kush_general_06	dk_kush_general_06	dk_kush_general_06	bronze	sword	wood	dk_kush_general_06
