building_chain	building_instance	building_or_building_range_start_inclusive	building_range_end_inclusive	building_super_chain	cai_construction_system_category	cai_construction_system_category_group	campaign	culture	faction	sub_culture	per_faction_building_limit_start	per_faction_building_limit_end	per_faction_building_minimum_discount_when_exceeding_limit_start	per_faction_building_maximum_discount_when_exceeding_limit_start	per_faction_building_minimum_discount_when_exceeding_limit_end	per_faction_building_maximum_discount_when_exceeding_limit_end	per_faction_per_building_discount_increment_when_exceeding_limit_start	per_faction_per_building_discount_increment_when_exceeding_limit_end	per_province_building_limit_start	per_province_building_limit_end	per_province_building_minimum_discount_when_exceeding_limit_start	per_province_building_maximum_discount_when_exceeding_limit_start	per_province_building_minimum_discount_when_exceeding_limit_end	per_province_building_maximum_discount_when_exceeding_limit_end	per_province_per_building_discount_increment_when_exceeding_limit_start	per_province_per_building_discount_increment_when_exceeding_limit_end	score_end_inclusive	score_or_score_start_inclusive
		dk_ara_town_centre_game_2	dk_ara_town_centre_game_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		dk_ara_town_centre_game_2	dk_ara_town_centre_game_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		dk_industry_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	200
		dk_industry_adobe_2	dk_industry_adobe_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		dk_industry_mint_2	dk_industry_mint_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		dk_industry_weaver_2	dk_industry_weaver_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		dk_kush_industry_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	200
		dk_kush_industry_amphora_2	dk_kush_industry_amphora_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		dk_kush_industry_jeweller_2	dk_kush_industry_jeweller_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		dk_kush_industry_mint_2	dk_kush_industry_mint_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		dk_kush_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		dk_kush_religious_amani_2	dk_kush_religious_amani_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1125	225
		dk_kush_religious_apedemak_2	dk_kush_religious_apedemak_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		dk_kush_religious_apedemak_2	dk_kush_religious_apedemak_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	200	40
		dk_kush_religious_hathor_2	dk_kush_religious_hathor_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1125	225
		dk_kush_religious_horus_2	dk_kush_religious_horus_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		dk_kush_religious_horus_2	dk_kush_religious_horus_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	80
		dk_kush_religious_isis_2	dk_kush_religious_isis_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		dk_kush_religious_royal_2	dk_kush_religious_royal_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1125	225
		dk_kush_town_centre_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		dk_kush_town_centre_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	70
		dk_kush_town_centre_game_2	dk_kush_town_centre_game_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		dk_kush_town_centre_game_2	dk_kush_town_centre_game_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		dk_kush_town_centre_hunt_2	dk_kush_town_centre_hunt_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	850	170
		dk_nab_military_greek_2	dk_nab_military_greek_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	4100	1100	3600	800	3600	800	4200	1150
		dk_nab_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		dk_nab_religious_aluzza_2	dk_nab_religious_aluzza_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		dk_nab_religious_dhushara_2	dk_nab_religious_dhushara_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		dk_nab_religious_royal_2	dk_nab_religious_royal_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		dk_num_military_roman_3	dk_num_military_roman_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	3300	850	2800	700	2800	700	3400	900
		dk_num_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		dk_num_religious_baal_2	dk_num_religious_baal_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		dk_num_religious_royal_2	dk_num_religious_royal_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		dk_num_religious_sun_2	dk_num_religious_sun_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		dk_saba_marib_dam_1	dk_saba_marib_dam_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		dk_saba_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		dk_saba_religious_almaqah_2	dk_saba_religious_almaqah_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		dk_saba_religious_royal_2	dk_saba_religious_royal_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		dk_saba_religious_shams_2	dk_saba_religious_shams_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		east_agriculture_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	40
		east_agriculture_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	40
		east_agriculture_farm_2	east_agriculture_farm_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		east_agriculture_farm_2	east_agriculture_farm_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		east_agriculture_granary_2	east_agriculture_granary_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		east_agriculture_granary_2	east_agriculture_granary_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		east_agriculture_granary_2	east_agriculture_granary_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	225	45
		east_agriculture_herding_2	east_agriculture_herding_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		east_agriculture_herding_2	east_agriculture_herding_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	300	60
		east_city_1									-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	15
		east_city_centre_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		east_city_centre_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	70
		east_city_centre_arena_2	east_city_centre_arena_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		east_city_centre_arena_2	east_city_centre_arena_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		east_city_centre_library_2	east_city_centre_library_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		east_city_centre_library_2	east_city_centre_library_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		east_city_centre_palace_2	east_city_centre_palace_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		east_city_centre_palace_2	east_city_centre_palace_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		east_city_centre_slave_2	east_city_centre_slave_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	850	170
		east_city_centre_spice_2	east_city_centre_spice_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		east_city_royal_2	east_city_royal_4								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1300	440
		east_city_satrap_2	east_city_satrap_4								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1300	440
		east_horse_1	east_horse_3								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	15
		east_industry_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	200
		east_industry_adobe_2	east_industry_adobe_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		east_industry_mint_2	east_industry_mint_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		east_industry_weaver_2	east_industry_weaver_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		east_iron_1									-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	15
		east_iron_armour_2	east_iron_armour_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	3000	1000
		east_iron_weapon_2	east_iron_weapon_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	3000	1000
		east_military_buff_1				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	40
		east_military_buff_horse_2	east_military_buff_horse_3		cai_category_military_land_cavalry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1800	600
		east_military_buff_horse_2	east_military_buff_horse_3		cai_category_military_land_cavalry_shock	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1800	600
		east_military_buff_range_2	east_military_buff_range_3		cai_category_military_land_cavalry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1800	600
		east_military_buff_range_2	east_military_buff_range_3		cai_category_military_land_infantry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1800	600
		east_military_infantry_1	east_military_infantry_4		cai_category_military_land_infantry_spearmen	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	2100	440	1900	360	1900	360	2250	450
		east_military_siege_1	east_military_siege_3		cai_category_military_land_artillery	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	3600	400
		east_military_siege_1	east_military_siege_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	40
		east_military_stables_1				cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	320	300	220	220	220	220	0	320
		east_military_stables_animal_2	east_military_stables_animal_3		cai_category_military_land_camel	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	6500	2100	5800	1800	5800	1800	6600	2200
		east_military_stables_animal_2	east_military_stables_animal_3		cai_category_military_land_elephant	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	11500	3800	10000	3600	10000	3600	12000	4000
		east_military_stables_heavy_2	east_military_stables_heavy_4		cai_category_military_land_cavalry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	19000	2100	17500	1800	17500	1800	20000	2200
		east_military_stables_heavy_2	east_military_stables_heavy_4		cai_category_military_land_cavalry_shock	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	29000	3100	26000	2700	26000	2700	30000	3300
		east_military_stables_light_2	east_military_stables_light_4		cai_category_military_land_cavalry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	24000	2400	21000	2100	21000	2100	25000	2500
		east_military_stables_light_2	east_military_stables_light_4		cai_category_military_land_cavalry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	24000	2400	21000	2100	21000	2100	25000	2500
		east_port_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		east_port_1				cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		east_port_fish_2	east_port_fish_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		east_port_fish_2	east_port_fish_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	500	100
		east_port_military_2	east_port_military_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		east_port_military_2	east_port_military_4			cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	3500	700
		east_port_trade_2	east_port_trade_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		east_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	80
		east_religious_fire_2	east_religious_fire_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		east_religious_royal_2	east_religious_royal_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		east_religious_tower_2	east_religious_tower_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1100	220
		east_tax_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	40
		east_tax_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	40
		east_tax_inspector_2	east_tax_inspector_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	150
		east_tax_inspector_2	east_tax_inspector_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	130
		east_tax_tax_2	east_tax_tax_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	150
		east_tax_tax_2	east_tax_tax_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	400	130
		east_town_1									-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	10
		east_town_centre_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		east_town_centre_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	70
		east_town_centre_game_2	east_town_centre_game_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		east_town_centre_game_2	east_town_centre_game_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		east_town_centre_trade_2	east_town_centre_trade_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		east_town_garrison_2	east_town_garrison_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		east_town_garrison_2	east_town_garrison_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		east_town_trade_2	east_town_trade_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		east_town_trade_2	east_town_trade_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2000	600
		east_water_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	100
		east_water_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	100
		east_water_well_2	east_water_well_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		east_water_well_2	east_water_well_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		east_water_wind_2	east_water_wind_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		east_water_wind_2	east_water_wind_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	875	175
		greek_agriculture_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		greek_agriculture_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	45
		greek_agriculture_farm_2	greek_agriculture_farm_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		greek_agriculture_farm_2	greek_agriculture_farm_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		greek_agriculture_granary_2	greek_agriculture_granary_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		greek_agriculture_granary_2	greek_agriculture_granary_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		greek_agriculture_granary_2	greek_agriculture_granary_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	900	180
		greek_agriculture_herd_2	greek_agriculture_herd_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	250	50
		greek_agriculture_herd_2	greek_agriculture_herd_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		greek_city_1	greek_city_4								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1300	15
		greek_city_centre_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	90
		greek_city_centre_1				cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		greek_city_centre_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	30
		greek_city_centre_5_prytaneion				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	2000
		greek_city_centre_east_palace_2	greek_city_centre_east_palace_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		greek_city_centre_food_2	greek_city_centre_food_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	350	70
		greek_city_centre_food_2	greek_city_centre_food_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	120
		greek_city_centre_inn_2	greek_city_centre_inn_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		greek_city_centre_inn_2	greek_city_centre_inn_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		greek_city_centre_library_2	greek_city_centre_library_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		greek_city_centre_library_2	greek_city_centre_library_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		greek_city_centre_library_5_pergamon				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1050
		greek_city_centre_library_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1050
		greek_city_centre_library_5				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1050
		greek_city_centre_slave_2	greek_city_centre_slave_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	550	110
		greek_city_centre_theatre_2	greek_city_centre_theatre_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		greek_city_centre_theatre_2	greek_city_centre_theatre_4			cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	650	130
		greek_city_centre_theatre_5_pun				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	800
		greek_city_centre_theatre_5_pun				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	650
		greek_city_centre_theatre_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	800
		greek_city_centre_theatre_5				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	650
		greek_city_centre_trade_5				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	2000
		greek_city_centre_wine_2	greek_city_centre_wine_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	850	170
		greek_horse_1	greek_horse_3								-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	600	15
		greek_industrial_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	60
		greek_industrial_amphora_2	greek_industrial_amphora_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		greek_industrial_jeweller_2	greek_industrial_jeweller_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		greek_industrial_mint_2	greek_industrial_mint_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1850	370
		greek_iron_1									-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	15
		greek_iron_armour_2	greek_iron_armour_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	3000	1000
		greek_iron_weapon_2	greek_iron_weapon_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	3000	1000
		greek_military_1				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	300	0	180	0	180	0	360
		greek_military_buff_1				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	75	0	25	0	25	0	90
		greek_military_buff_attack_2	greek_military_buff_attack_3		cai_category_military_land_infantry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		greek_military_buff_attack_2	greek_military_buff_attack_3		cai_category_military_land_infantry_spearmen	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	4000	800
		greek_military_buff_defence_2	greek_military_buff_defence_3		cai_category_military_land_infantry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		greek_military_buff_defence_2	greek_military_buff_defence_3		cai_category_military_land_infantry_spearmen	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	4000	800
		greek_military_buff_horse_2	greek_military_buff_horse_3		cai_category_military_land_cavalry_melee	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		greek_military_buff_horse_2	greek_military_buff_horse_3		cai_category_military_land_cavalry_shock	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		greek_military_buff_range_2	greek_military_buff_range_3		cai_category_military_land_cavalry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		greek_military_buff_range_2	greek_military_buff_range_3		cai_category_military_land_infantry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	2700	540
		greek_military_east_stable_2	greek_military_east_stable_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	3500	800	1100	250	1100	250	4000	1000
		greek_military_heavy_2	greek_military_heavy_4			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	4100	1100	3600	800	3600	800	4200	1150
		greek_military_heavy_5				cai_military_land_group					-1	-1	0	0	0	0	0	0	-1	1	0	2000	0	600	0	600	0	2100
		greek_military_light_2	greek_military_light_4		cai_category_military_land_cavalry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	8500	2100	7500	1800	7500	1800	8800	2200
		greek_military_light_2	greek_military_light_4		cai_category_military_land_infantry_missile	cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	8500	2100	7500	1800	7500	1800	8800	2200
		greek_military_siege_1	greek_military_siege_3			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	375	75
		greek_military_siege_1	greek_military_siege_3			cai_military_land_group					-1	-1	0	0	0	0	0	0	1	1	16000	250	5000	80	5000	80	18000	300
		greek_port_1				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		greek_port_1				cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	75
		greek_port_fish_2	greek_port_fish_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		greek_port_fish_2	greek_port_fish_4			cai_food_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		greek_port_harbour_2	greek_port_harbour_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	750	150
		greek_port_harbour_2	greek_port_harbour_4			cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	3000	600
		greek_port_military_2	greek_port_military_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	3000	600
		greek_port_military_2	greek_port_military_4			cai_military_sea_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	4000	800
		greek_port_trade_2	greek_port_trade_4			cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	1500	300
		greek_religious_1				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	50
		greek_religious_5_demeter				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1500
		greek_religious_5_ephesus				cai_economic_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1050
		greek_religious_5_ephesus				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	260
		greek_religious_5_golden_fleece				cai_public_order_group					-1	-1	0	0	0	0	0	0	-1	-1	0	0	0	0	0	0	0	1500
