effect	icon	priority	icon_negative
pel_faction_korinthos_maritime_heritage	data/ui/campaign ui/effect_bundles/navy_positive.png	1	data/ui/campaign ui/effect_bundles/navy_positive.png
pel_faction_korinthos_shadow_athens	data/ui/campaign ui/effect_bundles/wealth_negative.png	1	data/ui/campaign ui/effect_bundles/wealth_negative.png
pel_faction_sparta_agents	data/ui/campaign ui/effect_bundles/agent_negative.png	1	data/ui/campaign ui/effect_bundles/agent_negative.png
pel_faction_sparta_helot_wealth	data/ui/campaign ui/effect_bundles/slaves_positive.png	1	data/ui/campaign ui/effect_bundles/slaves_positive.png
pel_faction_sparta_spartiate	data/ui/campaign ui/effect_bundles/experience_positive.png	1	data/ui/campaign ui/effect_bundles/experience_positive.png
pel_force_unit_mod_cavalry_and_missile_battle_speed	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	101	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
pel_force_unit_mod_cavalry_and_missile_morale	data/ui/campaign ui/effect_bundles/morale_positive.png	0	data/ui/campaign ui/effect_bundles/morale_negative.png
pel_force_unit_mod_cavalry_and_missile_recruitment_cost	data/ui/campaign ui/effect_bundles/army_negative.png	0	data/ui/campaign ui/effect_bundles/army_positive.png
pel_force_unit_mod_cavalry_and_missile_upkeep_cost	data/ui/campaign ui/effect_bundles/army_negative.png	0	data/ui/campaign ui/effect_bundles/army_positive.png
pel_force_unit_mod_cavalry_recruitment_cost	data/ui/campaign ui/effect_bundles/army_negative.png	1	data/ui/campaign ui/effect_bundles/army_positive.png
pel_force_unit_mod_cavalry_upkeep_cost	data/ui/campaign ui/effect_bundles/army_negative.png	1	data/ui/campaign ui/effect_bundles/army_positive.png
pel_force_unit_mod_hoplite_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	20	data/ui/campaign ui/effect_bundles/melee_negative.png
pel_force_unit_mod_infantry_melee_battle_speed	data/ui/campaign ui/effect_bundles/battle_movement_positive.png	101	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
pel_force_unit_mod_infantry_melee_morale	data/ui/campaign ui/effect_bundles/morale_positive.png	107	data/ui/campaign ui/effect_bundles/morale_negative.png
pel_force_unit_mod_infantry_melee_recruitment_cost	data/ui/campaign ui/effect_bundles/army_negative.png	234	data/ui/campaign ui/effect_bundles/army_positive.png
pel_force_unit_mod_infantry_melee_upkeep_cost	data/ui/campaign ui/effect_bundles/army_negative.png	232	data/ui/campaign ui/effect_bundles/army_positive.png
pel_force_unit_mod_missile_recruitment_cost	data/ui/campaign ui/effect_bundles/army_negative.png	0	data/ui/campaign ui/effect_bundles/army_positive.png
pel_force_unit_mod_missile_upkeep_cost	data/ui/campaign ui/effect_bundles/army_negative.png	1	data/ui/campaign ui/effect_bundles/army_positive.png
pel_force_unit_mod_ship_missile_rate	data/ui/campaign ui/effect_bundles/navy_positive.png	0	data/ui/campaign ui/effect_bundles/navy_negative.png
pel_force_upkeep_cost	data/ui/campaign ui/effect_bundles/army_negative.png	0	data/ui/campaign ui/effect_bundles/army_positive.png
pel_group_greek_slave_decline	data/ui/campaign ui/effect_bundles/slaves_positive.png	1	data/ui/campaign ui/effect_bundles/slaves_positive.png
pel_group_greek_slave_unrest	data/ui/campaign ui/effect_bundles/slaves_positive.png	1	
pel_navy_movement_range	data/ui/campaign ui/effect_bundles/campaign_movement_positive.png	25	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png
pel_slave_gdp_hidden	data/ui/campaign ui/effect_bundles/slaves_positive.png	-1	data/ui/campaign ui/effect_bundles/slaves_negative.png
pun_faction_scripted_reduced_upkeep	data/ui/campaign ui/effect_bundles/wealth_positive.png	5	data/ui/campaign ui/effect_bundles/wealth_negative.png
pun_faction_trait_arevaci_horse_nobility	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_positive.png
pun_faction_trait_arevaci_horsemanship	data/ui/campaign ui/effect_bundles/cavalry_positive.png	101	data/ui/campaign ui/effect_bundles/cavalry_positive.png
pun_faction_trait_arevaci_one_people	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	102	data/ui/campaign ui/effect_bundles/diplomacy_positive.png
pun_faction_trait_arevaci_our_land	data/ui/campaign ui/effect_bundles/public_order_negative.png	103	data/ui/campaign ui/effect_bundles/public_order_negative.png
pun_faction_trait_carthage_large_coffers	data/ui/campaign ui/effect_bundles/military_positive.png	103	data/ui/campaign ui/effect_bundles/military_positive.png
pun_faction_trait_carthage_strategic_effort	data/ui/campaign ui/effect_bundles/campaign_movement_positive.png	104	data/ui/campaign ui/effect_bundles/campaign_movement_positive.png
pun_faction_trait_carthage_the_great_enemy	data/ui/campaign ui/effect_bundles/diplomacy_negative.png	102	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
pun_faction_trait_lusitani_mighty_warriors	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_positive.png
pun_faction_trait_lusitani_sacred_sacrifice	data/ui/campaign ui/effect_bundles/public_order_positive.png	103	data/ui/campaign ui/effect_bundles/public_order_positive.png
pun_faction_trait_lusitani_stand_alone	data/ui/campaign ui/effect_bundles/diplomacy_negative.png	104	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
pun_faction_trait_rome_agrarian_backbone	data/ui/campaign ui/effect_bundles/wealth_positive.png	103	data/ui/campaign ui/effect_bundles/wealth_positive.png
pun_faction_trait_rome_carthago_delenda_est	data/ui/campaign ui/effect_bundles/diplomacy_negative.png	102	data/ui/campaign ui/effect_bundles/diplomacy_negative.png
pun_faction_trait_rome_pride_of_rome	data/ui/campaign ui/effect_bundles/public_order_positive.png	104	data/ui/campaign ui/effect_bundles/public_order_positive.png
pun_faction_trait_syracuse_archimedes_eureka	data/ui/campaign ui/effect_bundles/technology_positive.png	102	data/ui/campaign ui/effect_bundles/technology_positive.png
pun_faction_trait_syracuse_flowering_culture	data/ui/campaign ui/effect_bundles/wealth_positive.png	163	data/ui/campaign ui/effect_bundles/wealth_negative.png
pun_faction_trait_syracuse_power_struggle	data/ui/campaign ui/effect_bundles/wealth_negative.png	103	data/ui/campaign ui/effect_bundles/wealth_negative.png
pun_tech_diplomacy_african	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	102	
pun_tech_diplomacy_carthaginian	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	102	
pun_tech_diplomacy_celtic	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	102	
pun_tech_diplomacy_iberian	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	102	
pun_tech_diplomacy_italian	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	102	
pun_tech_diplomacy_roman	data/ui/campaign ui/effect_bundles/diplomacy_positive.png	102	
rom_agent_action_cost_mod	data/ui/campaign ui/effect_bundles/wealth_negative.png	101	data/ui/campaign ui/effect_bundles/wealth_positive.png
rom_agent_action_deployed_province_admin_cost	data/ui/campaign ui/effect_bundles/tax_growth_1.png	101	data/ui/campaign ui/effect_bundles/tax_growth_negative.png
rom_agent_action_deployed_province_authority	data/ui/campaign ui/effect_bundles/authority_positive.png	101	data/ui/campaign ui/effect_bundles/authority_negative.png
rom_agent_action_deployed_province_detection_chance	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	101	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_agent_action_deployed_province_subterfuge	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	101	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_agent_action_deployed_province_zeal	data/ui/campaign ui/effect_bundles/zeal_positive.png	101	data/ui/campaign ui/effect_bundles/zeal_negative.png
rom_agent_action_dummy_hinder_army_no_reinforce	data/ui/campaign ui/effect_bundles/military_negative.png	100	
rom_agent_action_failure_chance_critical_mod	data/ui/campaign ui/effect_bundles/agent_negative.png	101	data/ui/campaign ui/effect_bundles/agent_positive.png
rom_agent_action_failure_chance_critical_mod_enemy_hinder_agent	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_agent_action_failure_chance_critical_mod_enemy_hinder_character	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_agent_action_failure_chance_critical_mod_hinder_agent	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_agent_action_failure_chance_critical_mod_hinder_character	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_agent_action_parent_army_authority	data/ui/campaign ui/effect_bundles/authority_positive.png	101	data/ui/campaign ui/effect_bundles/authority_negative.png
rom_agent_action_parent_army_enemy_agent_protection	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_positive.png
rom_agent_action_parent_army_general_xp_gain	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_agent_action_parent_army_subterfuge	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	101	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_agent_action_parent_army_upkeep	data/ui/campaign ui/effect_bundles/military_spending_negative.png	101	data/ui/campaign ui/effect_bundles/military_spending_positive.png
rom_agent_action_parent_army_xp_gain	data/ui/campaign ui/effect_bundles/experience_positive.png	101	data/ui/campaign ui/effect_bundles/experience_negative.png
rom_agent_action_parent_army_zeal	data/ui/campaign ui/effect_bundles/zeal_positive.png	101	data/ui/campaign ui/effect_bundles/zeal_negative.png
rom_agent_action_passive_adventure_cash	data/ui/campaign ui/effect_bundles/wealth_positive.png	101	data/ui/campaign ui/effect_bundles/wealth_negative.png
rom_agent_action_passive_culture_spread	data/ui/campaign ui/effect_bundles/religion_positive.png	101	data/ui/campaign ui/effect_bundles/religion_negative.png
rom_agent_action_passive_stealth	data/ui/campaign ui/effect_bundles/subterfuge_positive.png	101	data/ui/campaign ui/effect_bundles/subterfuge_negative.png
rom_agent_action_success_chance_critical_mod	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_agent_action_success_chance_critical_mod_enemy_champion_hinder_agent	data/ui/campaign ui/effect_bundles/champion_negative.png	101	data/ui/campaign ui/effect_bundles/champion_positive.png
rom_agent_action_success_chance_critical_mod_enemy_champion_hinder_character	data/ui/campaign ui/effect_bundles/champion_negative.png	101	data/ui/campaign ui/effect_bundles/champion_positive.png
rom_agent_action_success_chance_critical_mod_enemy_dignitary_hinder_agent	data/ui/campaign ui/effect_bundles/dignitary_negative.png	101	data/ui/campaign ui/effect_bundles/dignitary_positive.png
rom_agent_action_success_chance_critical_mod_enemy_dignitary_hinder_character	data/ui/campaign ui/effect_bundles/dignitary_negative.png	101	data/ui/campaign ui/effect_bundles/dignitary_positive.png
rom_agent_action_success_chance_critical_mod_enemy_hinder_agent	data/ui/campaign ui/effect_bundles/agent_negative.png	101	data/ui/campaign ui/effect_bundles/agent_positive.png
rom_agent_action_success_chance_critical_mod_enemy_hinder_character	data/ui/campaign ui/effect_bundles/agent_negative.png	101	data/ui/campaign ui/effect_bundles/agent_positive.png
rom_agent_action_success_chance_critical_mod_enemy_spy_hinder_agent	data/ui/campaign ui/effect_bundles/spy_negative.png	101	data/ui/campaign ui/effect_bundles/spy_positive.png
rom_agent_action_success_chance_critical_mod_enemy_spy_hinder_character	data/ui/campaign ui/effect_bundles/spy_negative.png	101	data/ui/campaign ui/effect_bundles/spy_positive.png
rom_agent_action_success_chance_critical_mod_hinder_agent	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_agent_action_success_chance_critical_mod_hinder_character	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_agent_action_success_chance_mod	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_agent_action_success_chance_mod_enemy	data/ui/campaign ui/effect_bundles/agent_negative.png	101	data/ui/campaign ui/effect_bundles/agent_positive.png
rom_agent_action_success_chance_mod_hinder_agent	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_agent_action_success_chance_mod_hinder_character	data/ui/campaign ui/effect_bundles/agent_positive.png	101	data/ui/campaign ui/effect_bundles/agent_negative.png
rom_agent_action_target_agent_ap_nuke	data/ui/campaign ui/effect_bundles/battle_movement_negative.png	50	data/ui/campaign ui/effect_bundles/battle_movement_negative.png
rom_agent_action_target_army_ap_half	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png	101	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png
rom_agent_action_target_army_ap_nuke	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png	50	data/ui/campaign ui/effect_bundles/campaign_movement_negative.png
rom_agent_action_target_army_authority	data/ui/campaign ui/effect_bundles/authority_positive.png	101	data/ui/campaign ui/effect_bundles/authority_negative.png
rom_agent_action_target_army_charge_bonus	data/ui/campaign ui/effect_bundles/charge_positive.png	101	data/ui/campaign ui/effect_bundles/charge_negative.png
rom_agent_action_target_army_damage_equipment	data/ui/campaign ui/effect_bundles/military_negative.png	101	data/ui/campaign ui/effect_bundles/military_positive.png
rom_agent_action_target_army_damage_unit	data/ui/campaign ui/effect_bundles/casualties_positive.png	101	data/ui/campaign ui/effect_bundles/replenishment_negative.png
rom_agent_action_target_army_firing_rate	data/ui/campaign ui/effect_bundles/archer_positive.png	101	data/ui/campaign ui/effect_bundles/archer_negative.png
rom_agent_action_target_army_information_intercepted	data/ui/campaign ui/effect_bundles/spy_positive.png	101	data/ui/campaign ui/effect_bundles/spy_negative.png
rom_agent_action_target_army_melee_attack	data/ui/campaign ui/effect_bundles/melee_positive.png	101	data/ui/campaign ui/effect_bundles/melee_negative.png
rom_agent_action_target_army_melee_defence	data/ui/campaign ui/effect_bundles/defence_positive.png	101	data/ui/campaign ui/effect_bundles/defence_negative.png
rom_agent_action_target_army_morale	data/ui/campaign ui/effect_bundles/morale_positive.png	101	data/ui/campaign ui/effect_bundles/morale_negative.png
rom_agent_action_target_army_subterfuge	data/ui/campaign ui/effect_bundles/subterfuge_negative.png	101	data/ui/campaign ui/effect_bundles/subterfuge_positive.png
rom_agent_action_target_army_zeal	data/ui/campaign ui/effect_bundles/zeal_positive.png	101	data/ui/campaign ui/effect_bundles/zeal_negative.png
rom_agent_action_target_province_public_order	data/ui/campaign ui/effect_bundles/public_order_positive.png	101	data/ui/campaign ui/effect_bundles/public_order_negative.png
rom_agent_action_target_settlement_construction_time	data/ui/campaign ui/effect_bundles/construction_negative.png	101	data/ui/campaign ui/effect_bundles/construction_positive.png
