from	to
inv_car_city_centre_1	inv_car_city_centre_library_2
inv_car_city_centre_1	inv_car_city_centre_slave_2
inv_car_city_centre_1	inv_car_city_centre_theatre_2
inv_car_city_centre_1	inv_car_city_centre_wine_2
inv_car_city_centre_food_2	inv_car_city_centre_food_3
inv_car_city_centre_food_3	inv_car_city_centre_food_4
inv_car_city_centre_inn_2	inv_car_city_centre_inn_3
inv_car_city_centre_inn_3	inv_car_city_centre_inn_4
inv_car_city_centre_library_2	inv_car_city_centre_library_3
inv_car_city_centre_library_3	inv_car_city_centre_library_4
inv_car_city_centre_slave_2	inv_car_city_centre_slave_3
inv_car_city_centre_theatre_2	inv_car_city_centre_theatre_3
inv_car_city_centre_theatre_3	inv_car_city_centre_theatre_4
inv_car_city_centre_wine_2	inv_car_city_centre_wine_3
inv_car_city_centre_wine_3	inv_car_city_centre_wine_4
inv_car_glass_1	inv_car_glass_2
inv_car_glass_2	inv_car_glass_3
inv_car_glass_3	inv_car_glass_4
inv_car_gold_1	inv_car_gold_2
inv_car_gold_2	inv_car_gold_3
inv_car_gold_3	inv_car_gold_4
inv_car_grain_1	inv_car_grain_2
inv_car_grain_2	inv_car_grain_3
inv_car_grain_3	inv_car_grain_4
inv_car_horse_1	inv_car_horse_2
inv_car_horse_2	inv_car_horse_3
inv_car_industrial_1	inv_car_industrial_amphora_2
inv_car_industrial_1	inv_car_industrial_jeweller_2
inv_car_industrial_1	inv_car_industrial_mint_2
inv_car_industrial_amphora_2	inv_car_industrial_amphora_3
inv_car_industrial_amphora_3	inv_car_industrial_amphora_4
inv_car_industrial_jeweller_2	inv_car_industrial_jeweller_3
inv_car_industrial_jeweller_3	inv_car_industrial_jeweller_4
inv_car_industrial_mint_2	inv_car_industrial_mint_3
inv_car_industrial_mint_3	inv_car_industrial_mint_4
inv_car_iron_1	inv_car_iron_armour_2
inv_car_iron_1	inv_car_iron_weapon_2
inv_car_iron_armour_2	inv_car_iron_armour_3
inv_car_iron_weapon_2	inv_car_iron_weapon_3
inv_car_lead_1	inv_car_lead_2
inv_car_lead_2	inv_car_lead_3
inv_car_lead_3	inv_car_lead_4
inv_car_leather_1	inv_car_leather_2
inv_car_leather_2	inv_car_leather_3
inv_car_leather_3	inv_car_leather_4
inv_car_lumber_1	inv_car_lumber_2
inv_car_lumber_2	inv_car_lumber_3
inv_car_lumber_3	inv_car_lumber_4
inv_car_marble_1	inv_car_marble_2
inv_car_marble_2	inv_car_marble_3
inv_car_marble_3	inv_car_marble_4
inv_car_military_1	inv_car_military_heavy_2
inv_car_military_1	inv_car_military_light_2
inv_car_military_buff_1	inv_car_military_buff_attack_2
inv_car_military_buff_1	inv_car_military_buff_defence_2
inv_car_military_buff_1	inv_car_military_buff_horse_2
inv_car_military_buff_1	inv_car_military_buff_range_2
inv_car_military_buff_attack_2	inv_car_military_buff_attack_3
inv_car_military_buff_defence_2	inv_car_military_buff_defence_3
inv_car_military_buff_horse_2	inv_car_military_buff_horse_3
inv_car_military_buff_range_2	inv_car_military_buff_range_3
inv_car_military_heavy_2	inv_car_military_heavy_3
inv_car_military_heavy_3	inv_car_military_heavy_4
inv_car_military_light_2	inv_car_military_light_3
inv_car_military_light_3	inv_car_military_light_4
inv_car_military_siege_1	inv_car_military_siege_2
inv_car_military_siege_2	inv_car_military_siege_3
inv_car_olive_1	inv_car_olive_2
inv_car_olive_2	inv_car_olive_3
inv_car_olive_3	inv_car_olive_4
inv_car_port_1	inv_car_port_fish_2
inv_car_port_1	inv_car_port_harbour_2
inv_car_port_1	inv_car_port_military_2
inv_car_port_1	inv_car_port_trade_2
inv_car_port_fish_2	inv_car_port_fish_3
inv_car_port_fish_3	inv_car_port_fish_4
inv_car_port_harbour_2	inv_car_port_harbour_3
inv_car_port_harbour_3	inv_car_port_harbour_4
inv_car_port_military_2	inv_car_port_military_3
inv_car_port_military_3	inv_car_port_military_4
inv_car_port_trade_2	inv_car_port_trade_3
inv_car_port_trade_3	inv_car_port_trade_4
inv_car_purple_dye_1	inv_car_purple_dye_2
inv_car_purple_dye_2	inv_car_purple_dye_3
inv_car_purple_dye_3	inv_car_purple_dye_4
inv_car_religious_punic_1	inv_car_religious_punic_astarte_2
inv_car_religious_punic_1	inv_car_religious_punic_baal_hammon_2
inv_car_religious_punic_1	inv_car_religious_punic_eshmun_2
inv_car_religious_punic_1	inv_car_religious_punic_melqart_2
inv_car_religious_punic_1	inv_car_religious_punic_tanit_2
inv_car_religious_punic_astarte_2	inv_car_religious_punic_astarte_3
inv_car_religious_punic_astarte_3	inv_car_religious_punic_astarte_4
inv_car_religious_punic_baal_hammon_2	inv_car_religious_punic_baal_hammon_3
inv_car_religious_punic_baal_hammon_3	inv_car_religious_punic_baal_hammon_4
inv_car_religious_punic_eshmun_2	inv_car_religious_punic_eshmun_3
inv_car_religious_punic_eshmun_3	inv_car_religious_punic_eshmun_4
inv_car_religious_punic_melqart_2	inv_car_religious_punic_melqart_3
inv_car_religious_punic_melqart_3	inv_car_religious_punic_melqart_4
inv_car_religious_punic_tanit_2	inv_car_religious_punic_tanit_3
inv_car_religious_punic_tanit_3	inv_car_religious_punic_tanit_4
inv_car_silk_1	inv_car_silk_2
inv_car_silk_2	inv_car_silk_3
inv_car_silk_3	inv_car_silk_4
inv_car_spice_1	inv_car_spice_2
inv_car_spice_2	inv_car_spice_3
inv_car_spice_3	inv_car_spice_4
inv_car_town_1	inv_car_town_civil_2
inv_car_town_1	inv_car_town_farm_2
inv_car_town_1	inv_car_town_trade_2
inv_car_town_civil_2	inv_car_town_civil_3
inv_car_town_civil_3	inv_car_town_civil_4
inv_car_town_farm_2	inv_car_town_farm_3
inv_car_town_farm_3	inv_car_town_farm_4
inv_car_town_trade_2	inv_car_town_trade_3
inv_car_town_trade_3	inv_car_town_trade_4
inv_car_water_1	inv_car_water_park_2
inv_car_water_1	inv_car_water_tank_2
inv_car_water_park_2	inv_car_water_park_3
inv_car_water_park_3	inv_car_water_park_4
inv_car_water_tank_2	inv_car_water_tank_3
inv_car_water_tank_3	inv_car_water_tank_4
inv_gre_agriculture_1	inv_gre_agriculture_granary_2
inv_gre_agriculture_1	inv_gre_agriculture_herd_2
inv_gre_agriculture_granary_2	inv_gre_agriculture_granary_3
inv_gre_agriculture_granary_3	inv_gre_agriculture_granary_4
inv_gre_agriculture_herd_2	inv_gre_agriculture_herd_3
inv_gre_agriculture_herd_3	inv_gre_agriculture_herd_4
inv_gre_city_centre_1	inv_gre_city_centre_food_2
inv_gre_city_centre_1	inv_gre_city_centre_library_2
inv_gre_city_centre_1	inv_gre_city_centre_library_taranto_2
inv_gre_city_centre_1	inv_gre_city_centre_slave_2
inv_gre_city_centre_1	inv_gre_city_centre_theatre_2
inv_gre_city_centre_food_2	inv_gre_city_centre_food_3
inv_gre_city_centre_food_3	inv_gre_city_centre_food_4
inv_gre_city_centre_library_2	inv_gre_city_centre_library_3
inv_gre_city_centre_library_3	inv_gre_city_centre_library_4
inv_gre_city_centre_library_taranto_2	inv_gre_city_centre_library_taranto_3
inv_gre_city_centre_library_taranto_3	inv_gre_city_centre_library_taranto_4
inv_gre_city_centre_slave_2	inv_gre_city_centre_slave_3
inv_gre_city_centre_taranto_1	inv_gre_city_centre_taranto_food_2
inv_gre_city_centre_taranto_1	inv_gre_city_centre_taranto_library_2
inv_gre_city_centre_taranto_1	inv_gre_city_centre_taranto_slave_2
inv_gre_city_centre_taranto_1	inv_gre_city_centre_taranto_theatre_2
inv_gre_city_centre_taranto_food_2	inv_gre_city_centre_taranto_food_3
inv_gre_city_centre_taranto_food_3	inv_gre_city_centre_taranto_food_4
inv_gre_city_centre_taranto_library_2	inv_gre_city_centre_taranto_library_3
inv_gre_city_centre_taranto_library_3	inv_gre_city_centre_taranto_library_4
inv_gre_city_centre_taranto_slave_2	inv_gre_city_centre_taranto_slave_3
inv_gre_city_centre_taranto_theatre_2	inv_gre_city_centre_taranto_theatre_3
inv_gre_city_centre_taranto_theatre_3	inv_gre_city_centre_taranto_theatre_4
inv_gre_city_centre_theatre_2	inv_gre_city_centre_theatre_3
inv_gre_city_centre_theatre_3	inv_gre_city_centre_theatre_4
inv_gre_industrial_1	inv_gre_industrial_amphora_2
inv_gre_industrial_1	inv_gre_industrial_jeweller_2
inv_gre_industrial_1	inv_gre_industrial_mint_2
inv_gre_industrial_amphora_2	inv_gre_industrial_amphora_3
inv_gre_industrial_amphora_3	inv_gre_industrial_amphora_4
inv_gre_industrial_jeweller_2	inv_gre_industrial_jeweller_3
inv_gre_industrial_jeweller_3	inv_gre_industrial_jeweller_4
inv_gre_industrial_mint_2	inv_gre_industrial_mint_3
inv_gre_industrial_mint_3	inv_gre_industrial_mint_4
inv_gre_major_town_1	inv_gre_major_town_2
inv_gre_major_town_2	inv_gre_major_town_3
inv_gre_major_town_3	inv_gre_major_town_4
inv_gre_major_town_4	inv_gre_major_town_5
inv_gre_military_1	inv_gre_military_2
inv_gre_military_1	inv_gre_military_mercenary_syracuse_2
inv_gre_military_2	inv_gre_military_3
inv_gre_military_3	inv_gre_military_4
inv_gre_military_buff_1	inv_gre_military_buff_2
inv_gre_military_buff_2	inv_gre_military_buff_3
inv_gre_military_buff_3	inv_gre_military_buff_attack_4
inv_gre_military_buff_3	inv_gre_military_buff_defence_4
inv_gre_military_buff_3	inv_gre_military_buff_horse_4
inv_gre_military_mercenary_syracuse_2	inv_gre_military_mercenary_syracuse_3
inv_gre_military_mercenary_syracuse_3	inv_gre_military_mercenary_syracuse_4
inv_gre_mine_1	inv_gre_mine_2
inv_gre_mine_2	inv_gre_mine_3
inv_gre_mine_3	inv_gre_mine_4
inv_gre_minor_town_1	inv_gre_minor_town_civil_2
inv_gre_minor_town_1	inv_gre_minor_town_farm_2
inv_gre_minor_town_1	inv_gre_minor_town_trade_2
inv_gre_minor_town_civil_2	inv_gre_minor_town_civil_3
inv_gre_minor_town_civil_3	inv_gre_minor_town_civil_4
inv_gre_minor_town_farm_2	inv_gre_minor_town_farm_3
inv_gre_minor_town_farm_3	inv_gre_minor_town_farm_4
inv_gre_minor_town_trade_2	inv_gre_minor_town_trade_3
inv_gre_minor_town_trade_3	inv_gre_minor_town_trade_4
inv_gre_port_1	inv_gre_port_trade_2
inv_gre_port_trade_2	inv_gre_port_trade_3
inv_gre_port_trade_3	inv_gre_port_trade_4
inv_gre_port_trade_4	inv_gre_port_trade_5
inv_gre_religious_1	inv_gre_religious_ares_2
inv_gre_religious_1	inv_gre_religious_athena_2
inv_gre_religious_1	inv_gre_religious_grove_taranto_2
inv_gre_religious_1	inv_gre_religious_zeus_2
inv_gre_religious_ares_2	inv_gre_religious_ares_3
inv_gre_religious_ares_3	inv_gre_religious_ares_4
inv_gre_religious_athena_2	inv_gre_religious_athena_3
inv_gre_religious_athena_3	inv_gre_religious_athena_4
inv_gre_religious_grove_taranto_2	inv_gre_religious_grove_taranto_3
inv_gre_religious_grove_taranto_3	inv_gre_religious_grove_taranto_4
inv_gre_religious_grove_taranto_4	inv_gre_religious_grove_taranto_5
inv_gre_religious_zeus_2	inv_gre_religious_zeus_3
inv_gre_religious_zeus_3	inv_gre_religious_zeus_4
inv_gre_town_centre_1	inv_gre_town_centre_market_2
inv_gre_town_centre_1	inv_gre_town_centre_stadia_2
inv_gre_town_centre_market_2	inv_gre_town_centre_market_3
inv_gre_town_centre_market_3	inv_gre_town_centre_market_4
inv_gre_town_centre_stadia_2	inv_gre_town_centre_stadia_3
inv_gre_town_centre_stadia_3	inv_gre_town_centre_stadia_4
inv_gre_water_1	inv_gre_water_fountain_2
inv_gre_water_1	inv_gre_water_tank_2
inv_gre_water_fountain_2	inv_gre_water_fountain_3
inv_gre_water_fountain_3	inv_gre_water_fountain_4
inv_gre_water_tank_2	inv_gre_water_tank_3
inv_gre_water_tank_3	inv_gre_water_tank_4
inv_greek_amber_1	inv_greek_amber_2
inv_greek_amber_2	inv_greek_amber_3
inv_greek_amber_3	inv_greek_amber_4
inv_greek_gold_1	inv_greek_gold_2
inv_greek_gold_2	inv_greek_gold_3
inv_greek_gold_3	inv_greek_gold_4
inv_greek_grain_1	inv_greek_grain_2
inv_greek_grain_2	inv_greek_grain_3
inv_greek_grain_3	inv_greek_grain_4
inv_greek_horse_1	inv_greek_horse_2
inv_greek_horse_2	inv_greek_horse_3
inv_greek_iron_1	inv_greek_iron_armour_2
inv_greek_iron_1	inv_greek_iron_weapon_2
inv_greek_iron_armour_2	inv_greek_iron_armour_3
inv_greek_iron_weapon_2	inv_greek_iron_weapon_3
inv_greek_lead_1	inv_greek_lead_2
inv_greek_lead_2	inv_greek_lead_3
inv_greek_lead_3	inv_greek_lead_4
inv_greek_leather_1	inv_greek_leather_2
inv_greek_leather_2	inv_greek_leather_3
inv_greek_leather_3	inv_greek_leather_4
inv_greek_lumber_1	inv_greek_lumber_2
inv_greek_lumber_2	inv_greek_lumber_3
inv_greek_lumber_3	inv_greek_lumber_4
inv_greek_marble_1	inv_greek_marble_2
inv_greek_marble_2	inv_greek_marble_3
inv_greek_marble_3	inv_greek_marble_4
inv_greek_olive_1	inv_greek_olive_2
inv_greek_olive_2	inv_greek_olive_3
inv_greek_olive_3	inv_greek_olive_4
inv_greek_purple_dye_1	inv_greek_purple_dye_2
inv_greek_purple_dye_2	inv_greek_purple_dye_3
inv_greek_purple_dye_3	inv_greek_purple_dye_4
inv_greek_salt_1	inv_greek_salt_2
inv_greek_salt_2	inv_greek_salt_3
inv_greek_salt_3	inv_greek_salt_4
inv_greek_wine_1	inv_greek_wine_2
inv_greek_wine_2	inv_greek_wine_3
inv_greek_wine_3	inv_greek_wine_4
inv_ita_agriculture_1	inv_ita_agriculture_granary_2
inv_ita_agriculture_1	inv_ita_agriculture_herd_2
inv_ita_agriculture_1	inv_ita_agriculture_horse_2
inv_ita_agriculture_granary_2	inv_ita_agriculture_granary_3
inv_ita_agriculture_granary_3	inv_ita_agriculture_granary_4
inv_ita_agriculture_herd_2	inv_ita_agriculture_herd_3
inv_ita_agriculture_herd_3	inv_ita_agriculture_herd_4
inv_ita_agriculture_horse_2	inv_ita_agriculture_horse_3
inv_ita_agriculture_horse_3	inv_ita_agriculture_horse_4
inv_ita_city_centre_1	inv_ita_city_centre_food_2
inv_ita_city_centre_1	inv_ita_city_centre_govt_2
inv_ita_city_centre_1	inv_ita_city_centre_market_2
inv_ita_city_centre_1	inv_ita_city_centre_slave_2
inv_ita_city_centre_food_2	inv_ita_city_centre_food_3
inv_ita_city_centre_food_3	inv_ita_city_centre_food_4
inv_ita_city_centre_govt_2	inv_ita_city_centre_govt_3
inv_ita_city_centre_govt_3	inv_ita_city_centre_govt_4
inv_ita_city_centre_market_2	inv_ita_city_centre_market_3
inv_ita_city_centre_market_3	inv_ita_city_centre_market_4
inv_ita_city_centre_slave_2	inv_ita_city_centre_slave_3
inv_ita_industrial_1	inv_ita_industrial_gold_2
inv_ita_industrial_1	inv_ita_industrial_pottery_2
inv_ita_industrial_1	inv_ita_industrial_salt_2
inv_ita_industrial_gold_2	inv_ita_industrial_gold_3
inv_ita_industrial_gold_3	inv_ita_industrial_gold_4
inv_ita_industrial_pottery_2	inv_ita_industrial_pottery_3
inv_ita_industrial_pottery_3	inv_ita_industrial_pottery_4
inv_ita_industrial_salt_2	inv_ita_industrial_salt_3
inv_ita_industrial_salt_3	inv_ita_industrial_salt_4
inv_ita_major_city_1	inv_ita_major_city_2
inv_ita_major_city_2	inv_ita_major_city_3
inv_ita_major_city_3	inv_ita_major_city_economy_4
inv_ita_major_city_3	inv_ita_major_city_military_4
inv_ita_military_1	inv_ita_military_2
inv_ita_military_2	inv_ita_military_3
inv_ita_military_3	inv_ita_military_4
inv_ita_military_buff_1	inv_ita_military_buff_2
inv_ita_military_buff_2	inv_ita_military_buff_3
inv_ita_military_buff_3	inv_ita_military_buff_4
inv_ita_military_buff_4	inv_ita_military_buff_5
inv_ita_mine_1	inv_ita_mine_2
inv_ita_mine_2	inv_ita_mine_3
inv_ita_mine_3	inv_ita_mine_4
inv_ita_minor_town_1	inv_ita_minor_town_2
inv_ita_minor_town_2	inv_ita_minor_town_3
inv_ita_minor_town_3	inv_ita_minor_town_farm_4
inv_ita_minor_town_3	inv_ita_minor_town_military_4
inv_ita_port_1	inv_ita_port_food_2
inv_ita_port_1	inv_ita_port_military_2
inv_ita_port_food_2	inv_ita_port_food_3
inv_ita_port_food_3	inv_ita_port_food_4
inv_ita_port_military_2	inv_ita_port_military_3
inv_ita_religious_1	inv_ita_religious_athena_2
inv_ita_religious_1	inv_ita_religious_kerres_2
inv_ita_religious_1	inv_ita_religious_mamers_2
inv_ita_religious_athena_2	inv_ita_religious_athena_3
inv_ita_religious_athena_3	inv_ita_religious_athena_4
inv_ita_religious_kerres_2	inv_ita_religious_kerres_3
inv_ita_religious_kerres_3	inv_ita_religious_kerres_4
inv_ita_religious_mamers_2	inv_ita_religious_mamers_3
inv_ita_religious_mamers_3	inv_ita_religious_mamers_4
inv_ita_town_centre_1	inv_ita_town_centre_bronze_2
inv_ita_town_centre_1	inv_ita_town_centre_wood_2
inv_ita_town_centre_bronze_2	inv_ita_town_centre_bronze_3
inv_ita_town_centre_bronze_3	inv_ita_town_centre_bronze_4
inv_ita_town_centre_wood_2	inv_ita_town_centre_wood_3
inv_ita_town_centre_wood_3	inv_ita_town_centre_wood_4
inv_ita_water_1	inv_ita_water_fountain_2
inv_ita_water_1	inv_ita_water_tank_2
inv_ita_water_fountain_2	inv_ita_water_fountain_3
inv_ita_water_tank_2	inv_ita_water_tank_3
inv_new_barb_agriculture_1	inv_new_barb_agriculture_farm_2
inv_new_barb_agriculture_1	inv_new_barb_agriculture_herd_2
inv_new_barb_agriculture_1	inv_new_barb_agriculture_horses_2
inv_new_barb_agriculture_farm_2	inv_new_barb_agriculture_farm_3
inv_new_barb_agriculture_farm_3	inv_new_barb_agriculture_farm_4
inv_new_barb_agriculture_herd_2	inv_new_barb_agriculture_herd_3
inv_new_barb_agriculture_herd_3	inv_new_barb_agriculture_herd_4
inv_new_barb_agriculture_horses_2	inv_new_barb_agriculture_horses_3
inv_new_barb_agriculture_horses_3	inv_new_barb_agriculture_horses_4
inv_new_barb_agriguclutre_minor_1	inv_new_barb_agriguclutre_minor_farm_2
inv_new_barb_agriguclutre_minor_1	inv_new_barb_agriguclutre_minor_herd_2
inv_new_barb_agriguclutre_minor_1	inv_new_barb_agriguclutre_minor_horses_2
inv_new_barb_agriguclutre_minor_farm_2	inv_new_barb_agriguclutre_minor_farm_3
inv_new_barb_agriguclutre_minor_farm_3	inv_new_barb_agriguclutre_minor_farm_4
inv_new_barb_agriguclutre_minor_herd_2	inv_new_barb_agriguclutre_minor_herd_3
inv_new_barb_agriguclutre_minor_herd_3	inv_new_barb_agriguclutre_minor_herd_4
inv_new_barb_agriguclutre_minor_horses_2	inv_new_barb_agriguclutre_minor_horses_3
inv_new_barb_agriguclutre_minor_horses_3	inv_new_barb_agriguclutre_minor_horses_4
inv_new_barb_city_1	inv_new_barb_city_2
inv_new_barb_city_2	inv_new_barb_city_3
inv_new_barb_city_3	inv_new_barb_city_economy_4
inv_new_barb_city_3	inv_new_barb_city_military_4
inv_new_barb_city_3	inv_new_barb_city_trade_4
inv_new_barb_city_centre_1	inv_new_barb_city_centre_chief_2
inv_new_barb_city_centre_1	inv_new_barb_city_centre_druid_2
inv_new_barb_city_centre_1	inv_new_barb_city_centre_food_2
inv_new_barb_city_centre_1	inv_new_barb_city_centre_lore_2
inv_new_barb_city_centre_1	inv_new_barb_city_centre_market_2
inv_new_barb_city_centre_1	inv_new_barb_city_centre_slave_2
inv_new_barb_city_centre_chief_2	inv_new_barb_city_centre_chief_3
inv_new_barb_city_centre_chief_3	inv_new_barb_city_centre_chief_4
inv_new_barb_city_centre_chief_4	inv_new_barb_city_centre_chief_5
inv_new_barb_city_centre_druid_2	inv_new_barb_city_centre_druid_3
inv_new_barb_city_centre_druid_3	inv_new_barb_city_centre_druid_4
inv_new_barb_city_centre_food_2	inv_new_barb_city_centre_food_3
inv_new_barb_city_centre_food_3	inv_new_barb_city_centre_food_4
inv_new_barb_city_centre_lore_2	inv_new_barb_city_centre_lore_3
inv_new_barb_city_centre_lore_3	inv_new_barb_city_centre_lore_4
inv_new_barb_city_centre_market_2	inv_new_barb_city_centre_market_3
inv_new_barb_city_centre_market_3	inv_new_barb_city_centre_market_4
inv_new_barb_city_centre_slave_2	inv_new_barb_city_centre_slave_3
inv_new_barb_industry_1	inv_new_barb_industry_gold_2
inv_new_barb_industry_1	inv_new_barb_industry_pottery_2
inv_new_barb_industry_1	inv_new_barb_industry_salt_2
inv_new_barb_industry_gold_2	inv_new_barb_industry_gold_3
inv_new_barb_industry_gold_3	inv_new_barb_industry_gold_4
